region,date,average_temperature,highest_temperature,lowest_temperature,rainfall,humidity,sunshine_duration,weather_condition
新疆,2025-03-06,-5.2,-1.3,-9.1,0.0,90.0,9.11,多云
江苏,2025-03-06,7.2,11.5,3.4,0.0,66.0,11.0,多云
江西,2025-03-06,8.4,12.4,6.0,0.5,72.0,5.9,小毛毛雨
河北,2025-03-06,6.5,12.1,0.0,0.0,52.0,10.84,多云
河南,2025-03-06,7.4,12.9,2.2,0.0,66.0,8.89,多云
浙江,2025-03-06,7.2,11.1,5.0,1.4,72.0,6.18,小毛毛雨
海南,2025-03-06,18.2,23.0,13.6,4.25,88.0,0.0,中毛毛雨
湖北,2025-03-06,8.6,13.8,3.8,0.2,66.0,8.81,小毛毛雨
湖南,2025-03-06,7.3,10.8,4.7,1.2,79.0,2.91,小毛毛雨
甘肃,2025-03-06,1.4,5.4,-1.5,0.1,64.0,4.28,小雪
福建,2025-03-06,11.2,13.4,10.0,4.25,79.0,0.0,中雨
西藏,2025-03-06,2.6,7.5,-2.4,0.0,13.0,10.89,多云
贵州,2025-03-06,3.2,8.4,-0.2,3.6,75.0,7.44,中雪
辽宁,2025-03-06,0.6,5.3,-3.5,0.0,41.0,10.55,大部晴朗
重庆,2025-03-06,10.2,12.9,8.1,0.6,77.0,1.63,小毛毛雨
陕西,2025-03-06,7.0,12.6,0.8,0.0,72.0,9.49,多云
青海,2025-03-06,-1.9,4.0,-5.2,0.0,55.0,10.89,多云
黑龙江,2025-03-06,-4.5,2.0,-9.4,0.0,62.0,10.86,大部晴朗
上海,2025-03-07,6.7,10.2,3.5,0.0,68.0,7.6,多云
云南,2025-03-07,9.4,17.8,4.7,0.5,73.0,6.36,小毛毛雨
内蒙古,2025-03-07,-0.3,5.2,-4.2,0.0,54.0,6.61,多云
北京,2025-03-07,6.6,10.4,2.9,0.1,40.0,3.05,小毛毛雨
吉林,2025-03-07,0.8,6.8,-4.9,0.0,41.0,10.47,多云
四川,2025-03-07,7.9,11.1,4.8,2.3,87.0,0.0,中毛毛雨
天津,2025-03-07,5.8,11.9,1.7,0.9,43.0,7.57,中毛毛雨
宁夏,2025-03-07,2.2,9.6,-4.0,0.0,62.0,10.33,多云
安徽,2025-03-07,7.3,11.0,3.5,0.0,62.0,11.0,多云
山东,2025-03-07,6.8,11.4,2.8,0.0,54.0,5.85,多云
山西,2025-03-07,1.9,5.9,-1.2,4.25,89.0,3.21,大雪
广东,2025-03-07,11.1,14.9,8.6,4.25,80.0,3.71,中雨
广西,2025-03-07,12.6,17.1,9.9,0.2,68.0,6.7,小毛毛雨
新疆,2025-03-07,-1.1,4.8,-6.9,0.0,66.0,10.83,多云
江苏,2025-03-07,6.7,11.0,2.9,0.0,63.0,10.76,多云
江西,2025-03-07,7.9,12.2,5.7,1.2,75.0,6.56,中毛毛雨
河北,2025-03-07,3.6,6.9,0.1,4.25,74.0,3.24,大雪
河南,2025-03-07,9.0,13.1,5.6,0.0,60.0,4.77,多云
浙江,2025-03-07,5.5,9.1,1.0,0.0,76.0,5.65,多云
海南,2025-03-07,16.4,17.2,13.8,2.6,82.0,0.02,中毛毛雨
湖北,2025-03-07,8.9,14.1,4.2,0.0,68.0,9.31,多云
湖南,2025-03-07,7.9,12.4,5.1,3.9,79.0,4.53,大毛毛雨
甘肃,2025-03-07,1.8,10.2,-3.4,0.0,59.0,11.0,多云
福建,2025-03-07,10.1,13.5,7.9,0.5,70.0,0.94,小毛毛雨
西藏,2025-03-07,3.3,10.5,-1.6,0.2,25.0,11.08,小雪
贵州,2025-03-07,5.3,15.1,-0.7,0.6,71.0,9.77,中雪
辽宁,2025-03-07,2.2,7.7,-2.4,0.0,45.0,8.48,多云
重庆,2025-03-07,10.5,14.1,6.2,0.7,74.0,7.21,小毛毛雨
陕西,2025-03-07,9.2,15.1,3.9,0.0,65.0,8.65,多云
青海,2025-03-07,-1.7,5.6,-7.4,0.0,43.0,11.0,多云
黑龙江,2025-03-07,-2.3,3.0,-8.1,0.0,51.0,6.07,多云
上海,2025-03-08,6.8,11.9,1.6,0.0,74.0,11.05,多云
云南,2025-03-08,13.4,20.1,9.6,2.7,69.0,9.0,大毛毛雨
内蒙古,2025-03-08,1.1,9.1,-4.4,0.0,63.0,10.99,晴天
北京,2025-03-08,7.4,14.2,0.3,0.0,54.0,11.0,晴天
吉林,2025-03-08,1.6,5.8,-1.7,3.6,57.0,9.09,大雪
四川,2025-03-08,8.8,12.4,6.1,1.6,86.0,1.53,小毛毛雨
天津,2025-03-08,5.7,14.1,-2.0,0.0,70.0,11.0,大部晴朗
宁夏,2025-03-08,3.5,12.4,-2.2,0.0,52.0,10.33,晴天
安徽,2025-03-08,9.5,15.4,4.2,0.0,68.0,11.0,多云
山东,2025-03-08,9.1,14.4,4.4,0.0,59.0,11.0,多云
山西,2025-03-08,3.5,10.1,-2.0,0.0,72.0,10.94,多云
广东,2025-03-08,13.6,18.1,9.6,0.0,72.0,7.13,多云
广西,2025-03-08,12.8,16.1,10.6,0.6,75.0,2.21,小毛毛雨
新疆,2025-03-08,-0.7,3.7,-6.9,1.0,80.0,8.0,中雪
江苏,2025-03-08,7.8,13.6,2.0,0.0,65.0,11.0,多云
江西,2025-03-08,9.1,14.6,4.5,0.0,77.0,9.0,多云
河北,2025-03-08,5.4,14.9,-3.2,0.0,72.0,10.92,多云
河南,2025-03-08,9.8,15.9,4.4,0.0,66.0,9.59,多云
浙江,2025-03-08,7.4,14.1,0.6,0.0,72.0,11.11,多云
海南,2025-03-08,17.8,19.4,16.8,0.7,83.0,0.95,小毛毛雨
湖北,2025-03-08,10.9,16.4,5.4,0.0,69.0,10.0,多云
湖南,2025-03-08,10.1,15.1,5.7,0.0,75.0,5.91,多云
甘肃,2025-03-08,3.0,11.8,-3.0,0.0,52.0,10.57,多云
福建,2025-03-08,10.8,16.6,6.6,0.0,73.0,10.97,多云
西藏,2025-03-08,1.3,4.5,-2.2,1.5,44.0,8.01,中雪
贵州,2025-03-08,5.5,9.7,3.0,0.5,77.0,0.0,小毛毛雨
辽宁,2025-03-08,3.7,8.6,-0.3,0.2,56.0,10.59,小雪
重庆,2025-03-08,11.6,15.9,8.9,2.5,79.0,7.07,中毛毛雨
陕西,2025-03-08,9.2,17.1,1.2,0.0,64.0,10.39,多云
青海,2025-03-08,0.6,8.9,-5.8,0.0,32.0,11.0,多云
黑龙江,2025-03-08,-0.9,2.5,-3.3,0.0,68.0,9.92,多云
上海,2025-03-09,9.0,13.8,4.8,0.6,77.0,9.71,中毛毛雨
云南,2025-03-09,13.9,19.3,8.9,1.2,68.0,9.33,中毛毛雨
内蒙古,2025-03-09,3.8,12.1,-2.0,0.0,58.0,11.0,多云
北京,2025-03-09,10.2,16.7,3.0,0.0,52.0,10.63,大部晴朗
吉林,2025-03-09,3.9,10.6,-2.8,0.0,58.0,10.97,晴天
四川,2025-03-09,10.3,13.8,6.4,0.4,82.0,3.58,小毛毛雨
天津,2025-03-09,9.8,17.4,3.0,0.0,55.0,10.99,局部多云
宁夏,2025-03-09,5.3,13.6,-1.3,0.0,57.0,10.39,多云
安徽,2025-03-09,10.8,16.1,6.2,0.0,64.0,7.88,多云
山东,2025-03-09,10.7,15.7,6.9,0.0,54.0,11.0,多云
山西,2025-03-09,5.6,11.6,-0.6,0.0,62.0,10.99,局部多云
广东,2025-03-09,17.8,23.4,13.6,0.0,76.0,10.91,多云
广西,2025-03-09,14.0,16.5,11.9,1.2,85.0,0.0,小毛毛雨
新疆,2025-03-09,2.8,7.7,-3.5,0.0,62.0,10.62,多云
江苏,2025-03-09,9.3,14.7,4.9,0.5,68.0,9.12,小毛毛雨
江西,2025-03-09,11.3,13.9,9.5,2.5,77.0,0.36,大毛毛雨
河北,2025-03-09,8.9,16.9,0.2,0.0,67.0,10.54,局部多云
河南,2025-03-09,11.2,16.8,6.4,0.0,68.0,10.43,多云
浙江,2025-03-09,9.1,14.4,3.7,0.0,75.0,5.78,多云
海南,2025-03-09,20.0,22.0,18.3,0.3,83.0,5.06,小毛毛雨
湖北,2025-03-09,11.3,12.7,10.1,0.1,74.0,0.03,小毛毛雨
湖南,2025-03-09,11.6,14.1,10.2,1.4,76.0,2.5,中毛毛雨
甘肃,2025-03-09,4.4,13.0,-1.9,0.0,62.0,11.0,局部多云
福建,2025-03-09,12.1,17.0,7.6,0.0,68.0,10.11,多云
西藏,2025-03-09,-0.2,6.0,-5.5,0.1,56.0,10.16,小雪
贵州,2025-03-09,6.8,9.9,4.8,2.5,89.0,0.0,小毛毛雨
辽宁,2025-03-09,5.4,12.6,-0.2,0.0,65.0,10.65,晴天
重庆,2025-03-09,12.4,16.0,10.1,0.0,77.0,5.4,多云
陕西,2025-03-09,11.5,17.5,4.7,0.0,61.0,10.45,多云
青海,2025-03-09,2.3,11.3,-4.8,0.0,38.0,11.0,局部多云
黑龙江,2025-03-09,2.2,9.1,-5.2,0.0,64.0,10.95,晴天
上海,2025-03-10,11.5,15.1,9.4,1.6,83.0,1.3,中毛毛雨
云南,2025-03-10,15.2,22.2,8.8,0.3,57.0,11.08,小毛毛雨
内蒙古,2025-03-10,3.6,10.4,-2.0,0.4,75.0,8.31,小毛毛雨
北京,2025-03-10,12.0,17.4,6.4,0.0,52.0,9.45,多云
吉林,2025-03-10,7.4,11.9,4.2,0.0,58.0,10.16,多云
四川,2025-03-10,11.6,15.4,7.4,0.2,80.0,2.14,小毛毛雨
天津,2025-03-10,11.7,18.7,6.0,0.0,51.0,10.0,多云
宁夏,2025-03-10,6.2,15.5,-0.4,0.2,59.0,10.38,小毛毛雨
安徽,2025-03-10,12.7,17.1,8.4,0.0,73.0,10.88,多云
山东,2025-03-10,11.6,16.9,7.3,0.0,54.0,9.0,多云
山西,2025-03-10,7.2,13.8,1.2,0.3,70.0,9.52,小毛毛雨
广东,2025-03-10,20.0,25.0,14.5,0.0,76.0,10.69,多云
广西,2025-03-10,18.0,23.5,13.9,0.1,83.0,4.5,小毛毛雨
新疆,2025-03-10,-0.9,4.4,-5.7,1.5,71.0,6.02,小雪
江苏,2025-03-10,11.8,16.1,8.3,0.0,77.0,6.43,多云
江西,2025-03-10,11.3,14.8,7.9,4.25,87.0,1.37,大雨
河北,2025-03-10,10.8,18.0,4.1,0.0,69.0,8.17,多云
河南,2025-03-10,11.5,16.5,5.1,0.0,69.0,10.67,多云
浙江,2025-03-10,11.4,15.9,8.6,1.9,82.0,2.23,大毛毛雨
海南,2025-03-10,21.2,23.4,19.0,0.0,88.0,9.6,多云
湖北,2025-03-10,11.7,16.1,8.5,0.1,80.0,6.75,小毛毛雨
湖南,2025-03-10,12.2,15.7,10.1,2.3,88.0,0.83,大毛毛雨
甘肃,2025-03-10,6.8,17.0,-1.8,0.0,60.0,10.0,多云
福建,2025-03-10,15.0,22.8,10.0,0.0,75.0,11.1,多云
西藏,2025-03-10,4.5,13.4,-3.0,0.0,32.0,11.69,多云
贵州,2025-03-10,10.8,18.1,6.3,0.3,84.0,6.97,小毛毛雨
辽宁,2025-03-10,7.6,13.1,3.7,0.0,60.0,10.71,大部晴朗
重庆,2025-03-10,12.7,18.1,7.9,1.0,78.0,8.71,中毛毛雨
陕西,2025-03-10,11.8,18.9,4.2,0.0,63.0,10.59,多云
青海,2025-03-10,3.7,13.5,-3.6,0.0,44.0,9.94,多云
黑龙江,2025-03-10,7.3,12.7,2.9,0.2,52.0,10.04,小毛毛雨
上海,2025-03-11,13.1,18.4,9.4,0.1,88.0,1.72,小毛毛雨
云南,2025-03-11,16.9,24.0,9.9,0.0,35.0,11.35,多云
内蒙古,2025-03-11,3.8,10.8,-2.6,0.1,60.0,7.0,小毛毛雨
北京,2025-03-11,10.6,14.1,5.8,3.8,67.0,5.23,中雨
吉林,2025-03-11,7.0,13.7,1.2,4.25,72.0,9.6,中雨
四川,2025-03-11,12.8,16.8,10.2,0.3,80.0,4.87,小毛毛雨
天津,2025-03-11,12.3,18.5,7.8,0.0,64.0,7.25,多云
宁夏,2025-03-11,5.4,11.9,-0.1,0.0,50.0,9.33,多云
安徽,2025-03-11,14.4,20.0,7.5,1.0,79.0,10.15,中毛毛雨
山东,2025-03-11,14.0,18.8,9.9,0.0,61.0,10.38,多云
山西,2025-03-11,7.6,14.1,2.2,0.0,59.0,5.09,多云
广东,2025-03-11,21.5,26.1,16.7,0.0,79.0,10.65,多云
广西,2025-03-11,20.6,25.5,17.6,0.4,88.0,1.86,小毛毛雨
新疆,2025-03-11,-3.4,1.2,-8.3,0.0,68.0,11.0,晴天
江苏,2025-03-11,14.4,21.1,7.9,0.0,76.0,8.3,多云
江西,2025-03-11,14.9,20.8,10.6,1.4,88.0,8.73,中毛毛雨
河北,2025-03-11,11.4,18.0,4.2,0.0,65.0,6.34,多云
河南,2025-03-11,12.9,17.5,7.8,0.0,77.0,5.38,多云
浙江,2025-03-11,14.9,22.7,9.0,0.0,82.0,9.87,多云
海南,2025-03-11,22.9,25.6,20.6,0.1,90.0,6.67,小毛毛雨
湖北,2025-03-11,13.4,17.5,9.3,3.4,87.0,2.04,大毛毛雨
湖南,2025-03-11,16.7,23.8,11.9,1.5,86.0,5.06,中毛毛雨
甘肃,2025-03-11,5.4,11.3,0.0,0.0,43.0,10.98,多云
福建,2025-03-11,17.1,24.0,11.9,0.0,85.0,11.0,多云
西藏,2025-03-11,4.7,9.7,-0.2,0.0,39.0,11.5,多云
贵州,2025-03-11,13.6,24.1,8.9,0.6,84.0,7.09,小毛毛雨
辽宁,2025-03-11,8.3,14.9,3.5,1.5,73.0,8.45,中毛毛雨
重庆,2025-03-11,13.7,17.5,11.1,0.2,76.0,0.21,小毛毛雨
陕西,2025-03-11,12.7,18.8,7.4,0.0,57.0,2.15,多云
青海,2025-03-11,2.3,8.2,-1.9,0.0,51.0,10.0,多云
黑龙江,2025-03-11,5.4,11.9,-1.6,4.25,69.0,9.41,中雨
上海,2025-03-12,12.6,13.9,10.1,4.25,94.0,0.14,小雨
云南,2025-03-12,16.8,23.5,9.9,0.0,30.0,11.35,多云
内蒙古,2025-03-12,1.6,10.9,-4.8,0.0,48.0,11.0,晴天
北京,2025-03-12,12.8,18.8,5.3,0.0,17.0,11.0,多云
吉林,2025-03-12,3.3,5.6,-1.0,0.0,59.0,5.22,多云
四川,2025-03-12,14.0,17.9,11.4,0.2,68.0,6.38,小毛毛雨
天津,2025-03-12,11.5,18.0,5.8,0.0,32.0,11.0,多云
宁夏,2025-03-12,4.1,12.9,-4.1,0.0,44.0,10.0,多云
安徽,2025-03-12,14.5,16.9,12.6,3.1,89.0,0.0,中毛毛雨
山东,2025-03-12,13.4,18.1,8.0,0.0,53.0,9.53,多云
山西,2025-03-12,6.9,15.6,-0.1,0.0,49.0,10.97,多云
广东,2025-03-12,22.4,27.4,17.8,0.0,81.0,9.17,多云
广西,2025-03-12,22.3,27.1,19.1,2.1,86.0,4.53,大毛毛雨
新疆,2025-03-12,-2.4,0.5,-4.8,1.5,75.0,6.0,中雪
江苏,2025-03-12,13.6,16.3,11.7,4.25,88.0,1.39,中毛毛雨
江西,2025-03-12,16.2,20.3,13.8,4.25,89.0,2.96,大雨
河北,2025-03-12,13.5,19.5,7.6,0.0,29.0,11.0,多云
河南,2025-03-12,13.6,18.6,9.4,0.0,52.0,6.29,多云
浙江,2025-03-12,13.9,16.8,11.5,4.25,92.0,0.4,中雨
海南,2025-03-12,24.7,28.4,22.2,0.5,86.0,8.69,小毛毛雨
湖北,2025-03-12,14.9,18.6,12.1,3.1,86.0,1.61,小雨
湖南,2025-03-12,14.7,16.8,12.8,4.25,92.0,0.02,中雨
甘肃,2025-03-12,5.4,13.6,-0.3,0.0,42.0,6.57,多云
福建,2025-03-12,19.8,27.7,14.5,0.0,84.0,10.0,多云
西藏,2025-03-12,3.0,9.0,-2.1,0.1,41.0,11.24,小雪
贵州,2025-03-12,10.5,14.8,7.9,2.5,82.0,0.58,小毛毛雨
辽宁,2025-03-12,6.9,10.5,3.5,0.0,50.0,11.44,多云
重庆,2025-03-12,14.8,19.2,11.6,0.1,80.0,9.75,小毛毛雨
陕西,2025-03-12,11.3,17.0,5.2,0.0,46.0,5.08,多云
青海,2025-03-12,2.2,8.9,-3.3,0.0,53.0,8.44,多云
黑龙江,2025-03-12,2.0,6.2,-3.0,0.6,69.0,5.96,小雪
上海,2025-03-13,10.4,12.5,8.9,1.9,78.0,1.43,中毛毛雨
云南,2025-03-13,16.8,22.9,10.6,0.1,37.0,10.67,小毛毛雨
内蒙古,2025-03-13,3.6,9.2,-2.0,0.0,40.0,8.59,多云
北京,2025-03-13,12.0,18.9,5.1,0.2,28.0,9.92,小毛毛雨
吉林,2025-03-13,-0.5,3.8,-3.8,0.0,49.0,11.31,多云
四川,2025-03-13,12.7,16.1,8.9,0.5,77.0,1.7,小毛毛雨
天津,2025-03-13,10.7,20.0,4.4,0.0,35.0,10.72,多云
宁夏,2025-03-13,6.5,12.6,0.9,0.1,43.0,7.37,小毛毛雨
安徽,2025-03-13,12.1,15.1,9.8,1.3,75.0,1.51,小毛毛雨
山东,2025-03-13,15.0,20.6,10.8,0.0,19.0,9.23,多云
山西,2025-03-13,8.9,15.8,2.7,0.0,44.0,11.0,多云
广东,2025-03-13,23.5,28.0,20.0,0.3,86.0,7.85,小毛毛雨
广西,2025-03-13,23.3,27.7,21.0,2.4,87.0,5.99,中毛毛雨
新疆,2025-03-13,-3.7,-2.2,-8.1,2.1,87.0,6.15,中雪
江苏,2025-03-13,11.1,14.4,8.6,1.3,76.0,1.68,中毛毛雨
江西,2025-03-13,13.9,15.6,12.2,4.25,90.0,0.81,小雨
河北,2025-03-13,13.1,21.0,4.4,0.0,46.0,10.45,多云
河南,2025-03-13,13.1,17.5,8.9,0.0,60.0,9.13,多云
浙江,2025-03-13,11.6,13.1,10.2,4.1,85.0,0.0,中毛毛雨
海南,2025-03-13,25.5,29.7,22.9,0.3,85.0,8.84,小毛毛雨
湖北,2025-03-13,14.2,16.5,12.6,0.9,88.0,1.1,小毛毛雨
湖南,2025-03-13,14.2,17.5,12.4,4.25,89.0,2.96,中雨
甘肃,2025-03-13,5.7,14.8,-1.1,0.7,52.0,7.22,中雪
福建,2025-03-13,18.2,22.2,14.6,4.25,85.0,6.19,中雨
西藏,2025-03-13,4.0,11.5,-1.8,0.0,36.0,11.78,多云
贵州,2025-03-13,9.9,13.4,7.6,4.25,90.0,0.09,中雨
辽宁,2025-03-13,3.8,8.1,-1.0,0.0,37.0,8.89,多云
重庆,2025-03-13,13.8,16.0,11.9,0.1,85.0,0.37,小毛毛雨
陕西,2025-03-13,13.2,20.1,6.6,0.0,52.0,8.95,多云
青海,2025-03-13,1.8,7.9,-3.7,1.0,59.0,7.14,中雪
黑龙江,2025-03-13,-2.3,1.9,-4.5,0.0,53.0,10.17,多云
上海,2025-03-14,10.3,12.4,8.8,4.25,80.0,0.0,小雨
云南,2025-03-14,16.8,22.9,10.2,0.0,38.0,11.4,大部晴朗
内蒙古,2025-03-14,4.4,9.6,0.0,0.0,49.0,4.93,多云
北京,2025-03-14,8.6,10.7,6.7,0.0,30.0,1.19,多云
吉林,2025-03-14,-1.1,2.9,-4.3,0.0,37.0,11.39,局部多云
四川,2025-03-14,13.5,18.2,10.6,4.25,80.0,2.69,小雨
天津,2025-03-14,6.7,10.3,3.8,0.0,36.0,0.24,多云
宁夏,2025-03-14,4.7,10.2,0.6,0.3,51.0,5.47,小雪
安徽,2025-03-14,9.8,12.0,8.3,4.25,77.0,0.0,中雨
山东,2025-03-14,11.8,17.0,6.4,0.3,24.0,7.24,小毛毛雨
山西,2025-03-14,5.9,7.8,2.8,1.5,63.0,0.0,小毛毛雨
广东,2025-03-14,23.4,27.5,20.4,1.3,86.0,9.73,小毛毛雨
广西,2025-03-14,23.9,29.5,20.2,0.1,84.0,6.5,小毛毛雨
新疆,2025-03-14,-7.6,-1.6,-13.9,0.0,72.0,11.0,晴天
江苏,2025-03-14,9.2,11.9,7.3,4.25,79.0,0.0,大毛毛雨
江西,2025-03-14,13.3,17.2,10.6,2.9,86.0,2.65,中毛毛雨
河北,2025-03-14,8.9,12.3,5.6,0.0,44.0,0.98,多云
河南,2025-03-14,9.4,13.1,5.3,0.5,62.0,4.78,小毛毛雨
浙江,2025-03-14,10.7,13.6,8.9,4.25,85.0,0.0,中雨
海南,2025-03-14,26.0,30.0,22.7,0.0,85.0,8.87,多云
湖北,2025-03-14,11.6,13.1,9.4,4.25,90.0,0.0,中雨
湖南,2025-03-14,13.1,17.5,9.8,4.25,91.0,1.0,中雨
甘肃,2025-03-14,2.6,7.5,-0.9,4.2,67.0,7.57,中雪
福建,2025-03-14,16.2,19.6,13.8,1.2,84.0,4.27,中毛毛雨
西藏,2025-03-14,4.2,11.9,-2.5,0.5,42.0,11.81,小雪
贵州,2025-03-14,9.4,12.9,7.7,3.5,89.0,1.84,中毛毛雨
辽宁,2025-03-14,2.6,7.2,-1.5,0.0,33.0,9.81,多云
重庆,2025-03-14,14.5,17.9,12.3,4.25,85.0,4.21,中毛毛雨
陕西,2025-03-14,10.9,13.2,9.2,4.25,75.0,0.0,小雨
青海,2025-03-14,-2.1,1.6,-4.7,1.4,78.0,6.34,中雪
黑龙江,2025-03-14,-3.1,0.9,-6.2,0.0,44.0,11.18,晴天
上海,2025-03-15,9.6,10.6,7.8,3.2,84.0,0.0,中毛毛雨
云南,2025-03-15,15.6,22.0,10.6,4.25,48.0,11.32,中雨
内蒙古,2025-03-15,-1.2,1.0,-3.7,0.5,36.0,10.89,小雪
北京,2025-03-15,4.1,6.8,0.1,4.25,55.0,3.17,大雪
吉林,2025-03-15,-2.1,1.3,-4.6,0.0,36.0,8.13,多云
四川,2025-03-15,11.4,13.1,10.2,4.25,70.0,0.0,大毛毛雨
天津,2025-03-15,4.1,5.9,0.1,0.4,47.0,2.04,中雪
宁夏,2025-03-15,-0.4,3.5,-4.1,0.0,46.0,10.28,多云
安徽,2025-03-15,9.2,10.9,7.6,0.1,77.0,0.0,小毛毛雨
山东,2025-03-15,6.7,10.0,3.0,0.0,51.0,1.96,多云
山西,2025-03-15,3.3,8.5,-1.9,1.3,47.0,8.46,中雪
广东,2025-03-15,19.6,22.1,14.5,4.25,88.0,0.43,中雨
广西,2025-03-15,18.6,21.1,14.6,4.25,74.0,0.7,小雨
新疆,2025-03-15,-2.0,2.8,-7.3,0.0,53.0,11.0,大部晴朗
江苏,2025-03-15,8.9,10.4,7.6,0.2,76.0,0.64,小毛毛雨
江西,2025-03-15,10.8,11.8,9.9,2.5,82.0,0.0,小雨
河北,2025-03-15,6.2,10.6,3.2,0.3,40.0,8.85,小雪
河南,2025-03-15,9.0,13.9,5.2,0.5,62.0,5.29,小毛毛雨
浙江,2025-03-15,9.3,10.1,8.4,3.3,89.0,0.0,中毛毛雨
海南,2025-03-15,24.2,26.9,21.8,1.4,90.0,11.1,大毛毛雨
湖北,2025-03-15,10.0,13.2,7.7,0.0,70.0,2.26,多云
湖南,2025-03-15,9.9,11.4,8.4,0.9,78.0,0.0,小毛毛雨
甘肃,2025-03-15,-0.8,3.5,-3.5,0.2,50.0,7.59,小雪
福建,2025-03-15,15.2,18.5,13.5,4.25,90.0,0.0,中雨
西藏,2025-03-15,6.0,14.5,-2.0,0.0,32.0,11.84,多云
贵州,2025-03-15,8.4,9.9,6.7,2.0,86.0,0.0,小毛毛雨
辽宁,2025-03-15,0.8,4.0,-2.0,0.0,32.0,6.05,多云
重庆,2025-03-15,13.8,16.6,12.2,4.25,83.0,1.98,小雨
陕西,2025-03-15,8.7,12.6,6.6,3.7,60.0,5.05,中毛毛雨
青海,2025-03-15,-4.7,0.7,-7.4,0.2,61.0,7.28,小雪
黑龙江,2025-03-15,-3.3,0.6,-5.8,0.0,41.0,11.26,多云
上海,2025-03-16,6.9,9.1,3.8,0.9,66.0,7.72,小毛毛雨
云南,2025-03-16,10.4,14.2,7.1,2.0,71.0,5.05,中毛毛雨
内蒙古,2025-03-16,-1.0,5.3,-6.2,0.0,28.0,11.04,多云
北京,2025-03-16,2.2,8.4,-6.1,0.0,32.0,11.0,大部晴朗
吉林,2025-03-16,-2.9,0.3,-6.2,0.0,36.0,10.94,多云
四川,2025-03-16,8.8,10.9,5.7,1.2,66.0,0.0,小雪
天津,2025-03-16,2.1,7.4,-2.9,0.0,40.0,11.0,多云
宁夏,2025-03-16,-1.6,4.2,-6.4,0.0,26.0,10.89,晴天
安徽,2025-03-16,7.4,10.4,4.2,0.1,58.0,10.95,小毛毛雨
山东,2025-03-16,4.2,8.9,-0.7,0.1,41.0,11.0,小雪
山西,2025-03-16,0.9,6.2,-3.8,0.0,34.0,11.04,大部晴朗
广东,2025-03-16,14.7,19.0,11.1,0.4,59.0,10.21,小毛毛雨
广西,2025-03-16,15.3,19.2,13.0,0.0,55.0,7.86,多云
新疆,2025-03-16,-2.8,1.5,-8.5,0.0,62.0,11.0,多云
江苏,2025-03-16,7.1,10.1,4.3,0.0,58.0,10.0,多云
江西,2025-03-16,10.8,14.9,7.7,0.0,66.0,11.0,多云
河北,2025-03-16,5.8,11.3,-0.6,0.0,24.0,11.0,大部晴朗
河南,2025-03-16,6.8,11.7,1.6,0.0,43.0,11.0,局部多云
浙江,2025-03-16,8.5,11.9,4.6,0.5,65.0,9.66,小毛毛雨
海南,2025-03-16,18.6,21.0,16.3,0.9,75.0,2.5,小毛毛雨
湖北,2025-03-16,8.7,12.4,5.9,0.0,59.0,10.44,多云
湖南,2025-03-16,10.8,15.9,6.5,0.0,60.0,11.0,多云
甘肃,2025-03-16,-0.2,6.7,-5.3,0.0,41.0,11.05,多云
福建,2025-03-16,14.0,18.7,11.3,3.1,78.0,5.84,中毛毛雨
西藏,2025-03-16,8.3,14.5,2.5,0.0,20.0,11.87,多云
贵州,2025-03-16,5.9,9.2,3.4,3.4,78.0,0.0,中毛毛雨
辽宁,2025-03-16,-1.2,2.5,-4.7,0.0,31.0,11.68,多云
重庆,2025-03-16,10.9,12.9,9.2,4.25,92.0,0.0,小雨
陕西,2025-03-16,5.2,9.9,-0.2,0.0,43.0,11.37,多云
青海,2025-03-16,-2.5,5.8,-8.4,0.0,40.0,11.0,多云
黑龙江,2025-03-16,-3.9,0.2,-7.8,0.0,46.0,10.48,多云
上海,2025-03-17,6.7,11.4,1.2,0.0,57.0,11.9,多云
云南,2025-03-17,9.4,15.7,4.0,4.25,80.0,5.0,小雨
内蒙古,2025-03-17,-0.1,4.0,-3.3,0.0,35.0,11.03,多云
北京,2025-03-17,4.4,7.4,0.6,0.0,27.0,9.42,多云
吉林,2025-03-17,-3.1,0.3,-7.2,0.0,33.0,10.36,多云
四川,2025-03-17,6.0,8.4,3.1,2.1,89.0,0.0,中毛毛雨
天津,2025-03-17,4.2,7.8,0.8,0.0,27.0,10.88,多云
宁夏,2025-03-17,0.7,8.5,-7.2,0.0,27.0,10.87,大部晴朗
安徽,2025-03-17,8.2,15.0,1.5,0.0,50.0,11.14,多云
山东,2025-03-17,7.2,13.1,3.1,0.0,23.0,10.71,多云
山西,2025-03-17,3.8,9.4,-1.8,0.0,30.0,11.04,晴天
广东,2025-03-17,14.8,19.1,11.1,0.0,57.0,9.67,多云
广西,2025-03-17,14.5,17.6,11.4,0.0,58.0,1.21,多云
新疆,2025-03-17,0.5,6.3,-4.6,0.0,62.0,11.0,晴天
江苏,2025-03-17,7.8,13.2,2.2,0.0,53.0,11.39,多云
江西,2025-03-17,10.1,14.2,5.9,0.0,57.0,9.52,多云
河北,2025-03-17,9.1,13.9,5.2,0.0,19.0,11.0,局部多云
河南,2025-03-17,10.4,16.6,5.1,0.0,24.0,11.0,晴天
浙江,2025-03-17,7.5,13.1,1.1,0.0,53.0,11.41,多云
海南,2025-03-17,17.9,18.8,16.6,1.1,71.0,1.04,小毛毛雨
